	Cell 1	Cell 2	Cell 3	Cell 4	Cell 5	Cell 6	Cell 7	Cell 8	Cell 9	Cell 10	Cell 11	Cell 12	Cell 13	Cell 14	Cell 15	Cell 16	Cell 17	Cell 18	Cell 19	Cell 20	Cell 21	Cell 22	Cell 23	Cell 24	Cell 25	Cell 26	Cell 27	Cell 28	Cell 29	Cell 30	Cell 31	Cell 32	Cell 33	Cell 34	Cell 35	Cell 36	Cell 37	Cell 38	Cell 39	Cell 40	Cell 41	Cell 42	Cell 43	Cell 44	Cell 45	Cell 46	Cell 47	Cell 48	Cell 49	Cell 50	Cell 51	Cell 52	Cell 53	Cell 54	Cell 55	Cell 56	Cell 57	Cell 58	Cell 59	Cell 60	Cell 61	Cell 62	Cell 63	Cell 64	Cell 65	Cell 66	Cell 67	Cell 68	Cell 69	Cell 70	Cell 71	Cell 72	Cell 73	Cell 74	Cell 75	Cell 76	Cell 77	Cell 78	Cell 79	Cell 80	Cell 81
Atpbd4	0.57583	3.3278	3.3524	0.66935	1.8832	1.248	1.4035	2.1376	3.5051	1.5966	2.1698	1.7416	3.3297	1.0445	2.0665	3.5912	0.84018	2.515	0.46202	0.89285	2.184	2.0137	2.2368	2.0985	2.7526	0.11208	1.6994	3.1342	1.3726	2.4422	2.8557	1.462	2.9332	1.3076	3.1793	2.1829	2.5537	2.6583	1.8738	2.108	1.6161	0.4494	2.4352	1.1718	1.0356	1.0325	1.8119	2.225	-0.041644	0.85997	0.30575	2.6612	2.6287	1.0055	0.78793	1.1698	1.0641	0.21865	0.5751	3.4416	2.1518	0.69533	0.98429	0.58486	1.8882	0.80354	2.2809	2.8498	3.1654	2.9754	2.6362	1.5618	3.1474	0.10313	0.47018	0.77394	2.0507	1.423	0.53146	0.79931	-0.10656
Homez	-0.0042494	-0.0042494	-0.0042494	-0.0042494	0.2575	1.2053	0.033463	0.38555	2.0411	-0.0042494	0.493	0.095988	0.59476	2.3757	2.5222	0.90478	0.97362	-0.0042494	1.4059	1.1569	-0.0042494	0.3778	-0.0042494	0.95313	0.7375	1.1941	-0.0042494	-0.0042494	2.0733	0.83312	3.1399	0.33095	0.31534	0.80512	1.4067	3.5712	0.51467	-0.0042494	1.8661	0.22431	0.77402	0.77928	-0.0042494	0.26773	0.88439	0.32435	0.19895	0.54702	0.648	-0.0042494	0.40702	1.6851	0.57266	0.26817	2.1279	0.05732	0.21193	-0.0042494	-0.0042494	0.54444	-0.0042494	0.064734	0.35137	1.0091	-0.0042494	-0.0042494	1.3887	0.1804	-0.0042494	0.11177	3.0401	0.29878	0.28496	-0.0042494	-0.0042494	1.4752	1.8407	-0.0042494	0.12958	0.21138	1.8629
Prss2	-0.0010324	-0.0010324	-0.0010324	-0.0010324	-0.0010324	-0.0010324	-0.0010324	-0.0010324	-0.0010324	-0.0010324	-0.0010324	-0.0010324	0.29735	-0.0010324	-0.0010324	-0.0010324	-0.0010324	3.319	-0.0010324	-0.0010324	-0.0010324	-0.0010324	-0.0010324	-0.0010324	-0.0010324	-0.0010324	-0.0010324	-0.0010324	-0.0010324	-0.0010324	-0.0010324	-0.0010324	-0.0010324	-0.0010324	0.83051	-0.0010324	-0.0010324	-0.0010324	0.57539	-0.0010324	-0.0010324	-0.0010324	-0.0010324	2.8766	0.1793	-0.0010324	-0.0010324	-0.0010324	-0.0010324	-0.0010324	2.4271	2.8046	-0.0010324	-0.0010324	-0.0010324	-0.0010324	-0.0010324	-0.0010324	-0.0010324	-0.0010324	-0.0010324	-0.0010324	-0.0010324	-0.0010324	-0.0010324	-0.0010324	-0.0010324	0.069543	-0.0010324	0.11498	-0.0010324	-0.0010324	-0.0010324	-0.0010324	-0.0010324	-0.0010324	-0.0010324	-0.0010324	-0.0010324	-0.0010324	-0.0010324
Gm166	-0.00040054	-0.00040054	-0.00040054	-0.00040054	0.26135	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	0.19409	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	1.5682	-0.00040054	-0.00040054	-0.00040054	3.2144	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054	-0.00040054
5730455P16Rik	3.3999	0.80926	0.27625	0.68584	2.9372	0.75908	1.2751	1.6527	1.1134	0.28905	0.6209	1.4884	1.0271	0.51542	2.2566	0.53185	0.12856	1.5977	0.64048	1.0194	2.1692	2.537	1.2283	0.44318	0.94346	0.51853	0.8173	1.3437	1.0473	0.95703	2.4444	1.1999	3.1333	2.5779	-0.33086	0.73521	1.4091	0.90826	0.88229	0.9411	2.7331	0.2049	3.249	1.1406	0.71443	1.171	2.4306	0.55212	0.69324	0.56831	0.65361	1.5734	0.8606	1.558	0.92747	1.0689	0.70907	2.1254	2.9758	0.87009	1	0.71557	2.2816	1.6037	-0.21458	1.0365	1.9535	2.9117	0.92617	0.81747	0.10263	1.5823	0.23737	2.7312	0.64138	0.88421	1.4223	1.4256	1.0026	0.81463	2.8979
AB124611	-0.004143	2.8585	-0.004143	0.30089	3.3529	-0.004143	1.82	-0.004143	-0.004143	-0.004143	2.6577	-0.004143	1.5407	-0.004143	1.4669	2.8545	-0.004143	-0.004143	2.2586	-0.004143	-0.004143	-0.004143	-0.004143	-0.004143	0.13395	-0.004143	-0.004143	3.2086	-0.004143	0.10235	3.3776	-0.004143	2.5764	-0.004143	-0.004143	-0.004143	-0.004143	-0.004143	-0.004143	-0.004143	1.2655	-0.004143	-0.004143	-0.004143	0.17619	-0.004143	-0.004143	-0.004143	-0.004143	2.9131	3.0796	-0.004143	-0.004143	-0.004143	3.2137	0.027725	-0.004143	0.34926	2.8834	0.54454	2.166	2.2548	-0.004143	1.996	-0.004143	0.27614	-0.004143	-0.004143	-0.004143	-0.004143	-0.004143	-0.004143	-0.004143	0.30014	3.3516	0.31956	-0.004143	0.22506	-0.004143	0.21148	-0.004143
Slc44a2	3.2326	3.9704	0.46383	0.73825	3.3568	1.505	1.5882	2.7475	3.3669	1.3165	2.7918	1.449	1.9673	3.305	2.8632	3.5138	3.3784	3.1541	1.2189	1.4599	3.3704	2.211	2.763	2.8326	2.3232	0.62224	3.0618	2.013	1.4604	1.1839	2.206	2.9995	2.7767	2.8901	2.6409	3.7987	2.8447	3.5811	3.1093	1.2888	2.7918	2.38	2.6881	3.0438	2.6083	0.88984	0.58553	0.33574	0.34798	2.746	3.2126	3.1624	2.7978	2.9497	2.7824	1.1774	0.25987	3.2003	2.7918	3.1118	1.786	0.62541	1.486	2.3055	2.1439	2.6137	1.3517	1.089	2.9973	4.026	3.2396	3.415	-0.11637	1.3623	0.78728	3.3952	1.8052	0.99774	3.6321	3.8001	1.8728
Atp5sl	0.27957	0.52817	1.1831	0.50822	1.9287	0.50535	0.53989	-0.25828	0.55987	0.57454	0.44002	0.50366	0.13365	2.9968	3.0019	3.5263	3.329	0.78568	3.0798	0.5983	-0.20427	-0.10572	0.025873	0.16546	0.50188	1.5648	0.61592	-0.29474	1.6198	0.28361	2.8553	0.94557	3.2494	1.8188	-0.17992	0.31333	0.23627	0.25075	1.8542	0.12048	-0.25424	-0.18646	-0.33652	0.25821	-0.13859	0.11566	0.51891	1.6943	0.67423	0.16139	0.35234	2.4769	2.5504	0.28058	2.7117	0.48556	-0.046267	2.5703	0.74762	3.084	2.195	0.48854	1.9896	2.2596	0.70547	0.8639	0.10348	0.13511	0.11596	0.32648	-0.29606	1.7935	0.27273	3.1895	1.8382	-0.062265	0.49588	0.51923	0.43025	0.40076	2.8891
Mettl15	0.032229	0.51351	0.17021	0.55683	-0.0052463	0.50111	0.61787	2.8003	2.2236	2.8239	2.852	0.49696	0.16666	0.14759	1.0609	3.0026	0.39848	-0.40609	-0.12756	1.4188	2.6383	-0.1264	0.3688	0.31755	1.3979	0.58778	1.2236	-0.35783	0.08372	0.54232	3.0024	0.5249	0.48417	-0.43684	1.9312	0.07062	0.29231	0.23349	-0.35227	0.15054	2.9401	-0.22526	2.0681	1.054	1.5204	3.1713	0.10522	0.10257	-0.47098	-0.28006	2.5537	0.80531	0.18779	0.013032	-0.40476	0.59752	-0.053612	0.1523	2.0665	-0.11739	-0.30387	0.39131	-0.0058426	0.1257	-0.14061	0.24466	1.5472	0.16846	0.14501	0.40276	2.9642	0.32784	0.65608	0.073402	0.14964	-0.073199	0.61015	0.35812	0.36595	0.2297	1.1305
Bcl2	2.4314	3.0172	2.115	4.3354	3.3576	0.80751	3.7355	3.2459	3.6727	2.8651	3.7787	2.2619	2.8162	4.2439	3.604	2.2779	3.7532	2.6199	2.945	2.9404	2.9054	3.315	4.2441	2.7671	3.4632	2.8486	3.3672	3.4518	3.1701	3.7728	3.3887	1.8719	2.7634	2.0869	3.5816	3.8075	1.728	1.3268	3.4518	3.8885	2.9414	2.51	2.3561	3.3443	3.095	3.0033	2.4352	1.7043	2.5146	3.1888	3.6031	2.7703	2.8231	2.5094	3.2994	1.9397	3.225	3.0703	3.2981	2.6439	3.1473	2.9918	3.5405	3.8852	3.213	3.4212	2.4903	3.3253	3.5478	2.3341	2.7254	2.3346	2.2118	2.1498	3.9959	2.2246	1.7755	1.633	4.0399	3.7552	2.1152
Cep170	2.0149	2.8999	-0.21564	2.9395	3.854	0.98649	2.2941	2.9061	2.2605	2.434	2.2807	1.258	2.7753	3.793	2.6378	2.0841	2.4529	1.3626	2.4226	3.951	1.694	2.5591	3.4859	2.4836	3.7941	0.7355	2.8052	3.4603	1.7891	1.206	2.8243	0.73868	3.1096	2.7523	2.8609	3.2608	2.2074	2.3611	2.2632	3.0069	2.7527	1.8496	2.1027	1.4516	0.88987	3.1252	2.2394	0.829	2.5354	2.4855	3.2351	1.5147	1.9609	2.5559	2.2586	1.8297	3.0111	3.7041	3.1962	3.1002	2.5247	2.3139	1.8167	3.2262	2.5747	1.9943	0.081966	2.0569	0.95332	3.2352	2.7727	0.85173	3.0725	2.8897	0.21555	0.2069	1.3613	1.6136	1.6531	3.3616	1.9994
Birc2	2.5067	0.75505	0.11149	1.2579	0.91743	1.9014	1.193	3.4512	3.4785	0.65829	0.6263	1.2736	0.92325	0.66714	-0.57422	0.90249	3.2079	0.34986	-0.18164	3.8719	3.3842	2.5476	0.56503	1.6094	3.214	0.98318	2.3281	3.087	0.94895	1.2422	2.35	0.71381	1.2816	1.9965	0.68018	1.9043	1.1997	0.60903	2.9175	1.1767	1.6574	0.46614	2.3047	2.4314	1.8133	1.2696	2.98	2.6237	2.8939	2.4691	1.458	1.6952	0.25653	2.3214	3.2542	1.8791	1.0473	0.84667	0.24245	3.6604	2.6781	3.6892	-0.012514	2.9047	3.5903	1.8315	-0.44027	0.93572	1.7694	2.3723	1.4835	1.3779	0.35948	0.40188	3.5456	2.3593	1.0295	1.1454	3.9715	0.53039	1.1836
Yipf1	2.3184	0.89888	0.91845	0.49373	3.3897	1.2906	1.253	1.5549	0.90307	1.1152	2.2125	1.2274	1.6264	0.28833	2.5829	3.0107	1.0921	2.7287	2.9958	1.1673	1.4677	3.2163	3.4359	2.3694	1.2704	1.0222	1.6822	1.1135	1.751	1.3535	2.2407	2.0675	3.5555	2.9196	2.1909	0.7659	3.0183	2.778	1.2053	3.156	2.6707	2.3278	2.4787	1.218	-0.15078	1.3957	0.40567	1.393	2.4379	0.50072	3.5845	-0.17756	1.4526	0.2955	2.5699	1.9632	2.3348	2.0833	0.38727	3.0955	0.76706	1.9598	3.3244	0.65033	1.3711	3.2576	2.0476	0.46078	0.90486	1.1391	-0.061902	3.1031	-0.45277	2.6195	3.6172	2.7902	1.303	2.8291	0.85259	3.7198	2.0621
Mrpl18	3.6364	3.3307	3.1934	3.6139	2.6624	1.2917	2.2786	2.5622	2.8954	2.7272	3.4029	2.5628	3.6879	2.5964	2.6702	3.0543	3.147	3.1382	3.1622	3.2821	2.8281	3.2271	2.9588	2.4118	3.0922	2.8362	3.3693	2.5883	3.7532	2.4287	2.6628	1.9682	3.6229	2.81	3.3734	3.0787	2.7408	3.2265	3.1038	3.921	2.5647	2.8013	2.8383	3.4723	2.8066	2.849	3.2891	3.1783	2.8626	2.8171	3.2992	2.7459	3.4784	3.552	2.6111	2.592	3.5104	3.6389	3.4174	3.2771	2.9835	2.6404	3.1739	3.2386	2.4566	3.7593	3.0272	3.0771	3.1635	1.4407	2.7692	3.0749	2.7215	3.6388	3.6542	3.5349	2.5818	4.3306	2.6962	3.8786	3.0633
Whsc1	3.4207	3.79	3.278	3.8273	0.91382	2.5045	1.78	2.9747	1.6404	2.2459	0.91318	1.9902	3.1823	1.1035	2.6051	3.373	1.2185	2.504	2.5947	2.0447	2.586	-0.29502	1.1378	0.43291	1.5335	2.2697	2.135	2.5102	2.6542	3.2592	2.8364	1.9635	1.7589	1.9303	2.8335	2.9423	2.4047	2.557	2.1397	1.4994	2.5595	3.3109	2.0967	2.2927	2.348	2.8469	2.7889	2.8142	2.3706	1.9715	2.7408	3.182	1.7997	1.1795	2.7551	2.0739	2.3756	2.1155	0.81046	2.2358	1.3295	2.4073	1.9257	1.463	1.1688	2.1061	2.0836	2.3481	1.6669	1.9759	0.77609	2.3436	1.4631	0.64822	1.3368	1.8762	2.1072	3.3044	0.84174	2.0185	2.008
Zfp53	1.153	2.3643	2.2323	0.99495	1.4911	1.1213	1.8341	2.4611	0.2105	0.52611	2.2313	2.0215	3.7874	1.2405	2.9428	1.2821	1.5972	0.47684	1.3097	2.9879	2.8153	0.82963	2.5723	3.1481	1.6026	2.0268	1.5726	1.8435	1.4038	1.533	2.2996	1.7508	3.4712	2.3914	2.9569	4.047	2.1859	2.95	2.3446	3.1643	2.7013	0.74706	1.0215	1.5263	1.8915	0.80656	1.8541	3.5124	1.2846	2.2186	3.2271	2.1351	2.1897	2.1584	2.9205	1.9373	1.3306	1.2419	1.1191	2.4828	2.4665	2.9852	3.6284	3.418	2.8715	3.7561	2.0273	1.6293	0.45555	1.0289	1.6932	1.7659	1.5045	1.8128	1.3633	1.912	2.4466	1.9367	1.644	3.9788	1.6285
Las1l	1.8334	2.0102	3.2393	2.1435	2.8124	3.0608	1.8349	2.3399	2.725	2.5676	2.6729	1.696	0.78363	2.3405	2.2587	2.8073	3.7523	2.0058	2.277	0.84443	2.5031	1.0354	1.5663	2.7139	0.93155	1.8314	3.2512	-0.23547	0.91272	1.0191	2.0242	1.1373	2.5085	-0.46011	2.8936	2.514	0.97372	2.7761	1.2999	3.5481	2.2083	2.2251	2.4184	2.2734	0.18069	0.8523	0.16196	0.81562	1.6593	2.0131	2.511	2.0309	0.92413	2.4269	1.336	1.738	0.39966	0.7969	0.43277	2.9183	2.9654	0.93784	3.227	0.36615	1.5852	1.2835	2.4495	1.8057	1.2332	1.2877	3.055	2.5978	1.8587	3.6741	2.6906	2.3945	1.7747	1.1714	4.2959	3.3148	1.9819
Mpp7	0.026103	1.3578	-0.1272	0.22214	-0.0073569	0.62365	0.549	2.5246	0.56763	0.18302	1.2922	0.44104	0.14613	0.59556	2.5911	0.58164	3.08	-0.36526	0.40582	0.61532	-0.22326	0.97676	0.02832	-0.18133	1.1746	-0.40202	-0.16107	-0.32217	0.072078	0.50212	2.7648	2.2859	0.14428	2.6718	-0.19665	0.31851	2.123	2.7174	0.49941	2.7628	0.26551	1.644	1.9285	0.38286	0.60118	2.4192	1.9005	2.7844	1.3096	1.4856	2.454	-0.25311	0.165	2.4814	-0.36407	0.62021	2.8482	0.13331	1.4083	3.2274	1.7603	0.28512	3.3887	3.2772	3.4548	0.49606	-0.28276	0.33238	0.28906	0.47295	1.8798	0.41582	1.9753	0.5448	1.4583	-0.068029	0.54211	0.31708	0.4579	3.3895	0.92851
Phex	-0.0020059	-0.0020059	0.30767	-0.0020059	0.42231	-0.0020059	-0.0020059	-0.0020059	-0.0020059	-0.0020059	-0.0020059	-0.0020059	-0.0020059	-0.0020059	-0.0020059	-0.0020059	0.31094	-0.0020059	0.333	-0.0020059	-0.0020059	-0.0020059	-0.0020059	0.32937	0.24086	-0.0020059	0.41193	-0.0020059	-0.0020059	0.10449	-0.0020059	-0.0020059	0.18638	2.7776	3.4607	-0.0020059	-0.0020059	-0.0020059	2.0089	0.48694	-0.0020059	-0.0020059	0.58154	0.26997	0.17832	0.3266	2.7705	2.7044	-0.0020059	-0.0020059	0.40926	-0.0020059	0.5749	0.43694	3.6093	0.059564	0.21417	0.14969	-0.0020059	-0.0020059	-0.0020059	0.066978	-0.0020059	0.40314	-0.0020059	-0.0020059	-0.0020059	0.068569	-0.0020059	0.11401	0.51689	0.22132	-0.0020059	0.47993	-0.0020059	0.50561	-0.0020059	0.12745	-0.0020059	-0.0020059	-0.0020059
Fam136a	2.5648	4.5448	1.7356	2.4253	2.5051	1.7541	2.0414	2.668	1.984	2.623	3.2572	1.7421	2.9973	3.6654	1.6634	2.808	2.7564	0.98738	1.0075	2.2281	2.6903	3.1638	3.2287	3.1701	1.3004	2.1278	1.7177	2.5044	2.7642	2.822	2.2643	0.9104	3.8631	2.0222	3.2875	2.4956	0.96546	1.4251	1.9628	1.4351	2.4363	2.6464	2.962	3.3015	-0.24379	2.2934	1.9515	2.6359	2.1753	2.9377	3.6547	2.8894	2.7135	2.9732	1.9062	2.0061	2.3713	2.7895	2.0446	2.8703	2.8681	1.1932	1.4461	2.8635	2.7806	1.0883	2.3785	0.68746	2.9101	2.9247	2.6403	1.5631	3.2022	4.113	2.6656	2.8124	2.0159	1.6209	4.3901	4.0281	2.7292
Spop	2.4033	1.5641	3.308	1.0394	0.24598	1.7087	1.8404	1.6131	3.1757	1.251	1.5471	2.6808	2.0891	3.1765	1.2203	2.6031	3.6429	0.82315	2.3287	0.97573	0.20942	2.0281	3.1067	2.7842	2.0635	2.3369	2.4206	1.566	2.9083	2.7929	2.2754	2.0834	2.6962	1.7194	2.3011	2.6009	2.1295	2.5415	2.4102	4.002	2.036	1.9427	1.6237	1.2975	2.2375	2.5253	2.3785	2.6216	2.4039	2.1283	3.7303	2.6294	1.3647	1.9786	1.8831	1.9068	2.2995	0.44401	2.7026	2.8239	2.8744	0.94017	1.9961	3.3234	2.569	3.0512	2.368	0.62247	0.42272	1.9247	1.8928	1.082	3.0879	2.9071	2.2679	1.0624	2.0361	1.1741	3.8333	1.9534	1.7343
Ece1	1.1124	3.5993	2.574	3.9847	3.6363	2.039	1.3418	2.8567	3.8392	1.5106	3.3759	1.5217	1.9229	3.2051	0.6034	2.6606	1.519	1.7619	2.1453	3.4006	2.318	2.3614	2.527	2.637	2.8476	1.8765	3.655	2.8473	2.3421	3.8997	3.2609	2.38	2.0492	3.269	3.2423	3.0349	1.464	3.5851	3.04	3.3414	2.9877	1.6651	2.3974	0.919	2.8668	2.4624	1.7318	2.0389	2.3262	2.48	3.0679	2.5202	3.3758	3.317	2.9211	2.5422	2.4032	1.6178	2.4375	3.8371	2.9744	2.7098	3.4159	3.0597	3.5007	2.123	1.6179	2.2483	3.7886	1.0158	1.5377	3.548	2.7912	3.3894	3.535	2.7749	2.0456	1.3657	4.1136	0.88169	1.9985
Pus7	0.30061	1.7747	1.2587	0.37136	0.25091	1.7418	1.1294	2.4105	2.6117	0.50601	-0.1027	0.98626	0.94084	0.21642	0.0045812	2.0232	3.2199	0.58701	1.6427	1.7558	0.087912	0.6329	1.1901	1.7622	1.8693	1.4137	2.672	2.0191	1.5131	0.51777	1.2096	1.6388	1.7523	2.3397	2.896	1.8463	0.55475	1.1444	2.302	2.2972	1.2921	2.7641	2.7316	2.0667	1.8106	2.1568	1.4443	0.79918	2.2731	-0.41945	2.2015	1.96	3.0579	1.2434	1.011	0.91728	0.27741	1.1979	2.9126	2.7191	3.2499	1.9782	-0.011724	1.126	-0.21211	1.5553	2.3076	1.1568	0.87918	0.59583	1.5358	2.5582	2.7036	1.6368	2.1494	2.6616	0.9042	3.6933	0.5411	1.9701	1.5031
Zfp317	0.0063491	0.1077	-0.041034	0.066942	2.6702	0.13575	0.16797	0.50352	0.026319	-0.030536	-0.021042	0.1346	0.043449	0.3309	1.8561	0.5012	0.334	0.41938	0.29725	2.7848	3.5828	0.6823	0.0070342	-0.057767	0.2239	-0.12598	0.57114	0.70298	2.7516	0.094117	-0.16139	0.073525	0.23126	2.4438	0.32483	3.2543	0.078123	3.3608	2.469	2.0265	2.299	-0.064709	-0.11541	0.032553	-0.048536	0.037371	-0.029585	-0.072855	3.0919	3.1792	-0.021617	-0.079951	0.049279	0.27347	-0.11425	0.19422	-0.017341	0.039486	2.2426	-0.034942	-0.086404	0.086406	0.35146	0.032145	-0.041349	0.064975	-0.089116	0.043944	0.037474	0.1086	1.4681	0.087929	-0.065569	0.017712	0.038752	-0.022746	0.16584	0.096286	0.098447	2.8402	-0.088265
Lgals8	0.024055	0.32974	1.0144	0.20681	-0.0071376	0.51287	1.0147	-0.26345	2.0508	-0.087195	-0.05856	1.1024	0.91139	3.3108	-0.34411	-0.071055	0.068431	1.2361	0.79508	0.50146	0.72248	0.8704	1.0403	0.16205	2.0824	2.5243	1.3032	1.0541	1.508	0.28877	2.2788	1.0864	0.70532	-0.36638	0.86362	0.05601	1.6487	1.2868	1.017	0.12253	-0.25934	2.1113	3.4592	1.3058	2.3789	0.31211	0.25704	0.72508	0.6666	2.6838	3.0128	0.1417	1.5722	1.1607	1.4422	0.65812	3.2857	1.9066	1.471	3.1553	2.3637	0.39406	2.7036	0.10186	-0.11981	0.20088	0.68365	0.97411	0.28019	0.33247	2.0873	1.141	0.96464	0.058326	0.12179	0.8808	1.4228	0.83185	1.4168	0.40405	2.2506
Eif1a	2.4256	1.4292	2.8421	1.133	3.413	1.7489	2.4092	2.7099	3.9213	1.7217	3.6172	2.0452	3.1453	4.1628	2.607	2.9848	3.7622	2.6614	2.5373	4.1675	2.6682	3.2724	3.5419	3.1833	4.4098	2.4924	2.2339	3.1743	0.9422	1.9531	2.3862	1.8317	3.9234	3.0051	3.2344	0.85965	1.8791	3.4879	2.7859	3.9528	2.5714	2.0364	2.562	3.7711	1.7978	1.7192	2.6961	1.3795	2.9808	2.8664	3.7042	2.7638	1.434	3.3811	1.3728	3.3076	3.0666	3.6804	2.6409	2.9976	2.6619	2.586	1.2247	3.3389	2.9139	2.3712	2.7621	3.2683	4.1487	2.6042	2.7735	1.5076	3.0302	3.6916	3.887	2.1161	2.01	3.8974	2.014	3.0387	2.4159
Zbtb8os	3.3299	4.3856	2.5027	1.0079	2.9347	1.5801	1.7282	2.0447	3.5933	1.6255	1.9009	1.3895	2.9098	1.78	2.1947	3.0304	0.73058	2.4521	2.6787	2.6006	2.7486	2.1215	3.1453	1.851	1.9286	1.1868	2.9219	1.9714	2.336	2.7879	2.3461	3.6974	3.2354	2.3776	3.0034	2.3849	1.716	1.0525	2.8384	0.90815	2.6736	2.7041	2.1971	2.897	2.833	3.2469	1.9098	2.6905	2.0418	2.9404	3.2755	2.5479	3.4142	1.0623	2.055	1.7867	0.59075	3.4075	2.5031	2.7391	2.3586	1.1704	2.7286	3.1053	3.0402	0.96313	2.5663	2.6794	3.403	1.6241	1.567	1.2188	2.6051	2.7334	1.3334	1.5756	1.8095	3.7712	3.9519	2.5239	2.3141
Arl16	1.992	2.5644	-0.23174	1.9531	2.4867	0.81555	2.7474	2.9854	3.3088	3.0342	0.38394	2.237	1.4437	2.1429	1.9723	-0.13785	0.44907	2.788	1.9112	0.6821	1.1611	2.7747	2.5644	1.8232	1.1616	0.81729	0.12016	-0.58875	1.5115	2.2006	1.6391	0.85392	2.8147	3.1335	3.0837	2.8361	3.3027	0.73428	1.8749	0.47096	1.8925	2.6752	2.2781	2.3704	0.21017	2.9714	-0.16392	2.9835	2.1346	0.2727	3.2314	2.1556	0.68075	3.1244	1.9863	1.005	0.26878	2.6419	3.1556	3.1371	1.0389	0.52324	2.7259	2.7471	0.69795	0.67656	2.0295	0.74117	2.7659	0.77077	2.3948	1.1383	2.7348	0.11628	0.24093	0.20031	1.5601	1.1604	3.6632	2.4412	2.3979
Trim30d	0.41491	-0.0010646	0.30861	0.48187	-0.0010646	-0.0010646	-0.0010646	-0.0010646	-0.0010646	0.27518	-0.0010646	-0.0010646	0.29732	-0.0010646	-0.0010646	-0.0010646	2.1874	-0.0010646	-0.0010646	-0.0010646	-0.0010646	-0.0010646	-0.0010646	-0.0010646	-0.0010646	-0.0010646	-0.0010646	0.80322	-0.0010646	0.10543	-0.0010646	-0.0010646	0.4193	-0.0010646	-0.0010646	-0.0010646	-0.0010646	-0.0010646	-0.0010646	0.2275	-0.0010646	-0.0010646	-0.0010646	0.15575	0.30655	0.43001	0.44511	-0.0010646	0.65118	-0.0010646	3.2981	-0.0010646	-0.0010646	-0.0010646	0.97276	-0.0010646	-0.0010646	-0.0010646	-0.0010646	-0.0010646	-0.0010646	-0.0010646	-0.0010646	-0.0010646	-0.0010646	-0.0010646	-0.0010646	0.069511	0.1612	-0.0010646	-0.0010646	-0.0010646	-0.0010646	0.48087	0.25436	1.1575	-0.0010646	-0.0010646	-0.0010646	-0.0010646	-0.0010646
Colq	-0.0038866	-0.0038866	-0.0038866	-0.0038866	0.42042	0.24286	-0.0038866	1.5198	-0.0038866	-0.0038866	-0.0038866	0.17783	-0.0038866	0.28883	-0.0038866	0.33419	3.579	0.91463	-0.0038866	3.5247	-0.0038866	1.4451	3.4434	0.74414	0.67391	0.76736	-0.0038866	-0.0038866	-0.0038866	0.88372	-0.0038866	-0.0038866	1.8065	-0.0038866	-0.0038866	-0.0038866	-0.0038866	-0.0038866	2.8466	0.71004	-0.0038866	-0.0038866	-0.0038866	-0.0038866	-0.0038866	0.78239	2.8711	2.9238	-0.0038866	-0.0038866	0.94718	0.71014	1.5182	-0.0038866	-0.0038866	0.11164	-0.0038866	3.4106	2.0443	0.5448	0.81271	0.12466	-0.0038866	2.131	2.8133	1.8485	-0.0038866	-0.0038866	0.77515	0.49453	1.0073	-0.0038866	-0.0038866	-0.0038866	-0.0038866	0.50373	-0.0038866	-0.0038866	-0.0038866	-0.0038866	-0.0038866
Brd9	1.9533	2.1842	1.2064	0.43672	2.5681	0.97083	1.3571	1.593	2.8377	2.2225	1.7154	1.5328	1.5425	1.0874	2.1194	1.593	0.14627	3.0062	1.3622	2.3863	2.6445	-0.22401	1.267	1.4606	2.7979	2.254	0.71323	-0.62833	2.543	1.3894	1.4163	3.0112	1.0141	2.9084	2.1167	0.37833	2.613	1.2681	2.1816	1.9363	0.50102	1.7174	3.1433	2.1479	1.9555	2.1127	2.3005	2.9279	1.5607	2.2907	0.28735	0.94899	1.0383	0.45854	2.9408	1.0407	1.959	0.69044	2.0848	3.4286	2.0793	3.0576	0.9238	2.1656	0.42882	3.12	1.5931	0.91355	1.0611	1.372	1.143	2.8235	2.2169	3.3832	2.9368	1.6601	2.2633	1.3661	0.77	1.232	1.899
